"죄종별","직업별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"강간","일용노동자","범죄자[명]","명","","","295","226","270","270","278","210","172","141",
"강간","기타피고용자","범죄자[명]","명","","","325","332","484","395","479","438","394","342",
"강간","전문직","범죄자[명]","명","","","157","139","216","216","243","273","231","181",
"강간","의사","범죄자[명]","명","","","21","13","14","16","15","20","25","18",
"강간","변호사","범죄자[명]","명","","","3","2","","1","-","4","5","1",
"강간","교수","범죄자[명]","명","","","7","6","6","7","5","12","3","5",
"강간","종교가","범죄자[명]","명","","","27","23","39","27","27","36","21","30",
"강간","언론인","범죄자[명]","명","","","1","4","3","","5","3","5","-",
"강간","예술인","범죄자[명]","명","","","12","17","20","28","30","27","31","12",
"강간","기타전문직","범죄자[명]","명","","","86","74","134","137","161","171","141","115",
"강간","공무원","범죄자[명]","명","","","34","29","32","35","49","50","49","44",
"강간","기타","범죄자[명]","명","","","1677","1615","1117","1232","1265","1057","1332","1543",
"강간","학생","범죄자[명]","명","","","897","896","890","885","917","921","869","699",
"강간","주부","범죄자[명]","명","","","4","2","1","2","6","3","5","4",
"강간","전경.의경","범죄자[명]","명","","","1","4","1","5","7","5","4","2",
"강간","공익요원","범죄자[명]","명","","","25","29","38","15","22","24","18","9",
"강간","기타","범죄자[명]","명","","","750","684","187","325","313","104","436","829",
"강간","무직자","범죄자[명]","명","","","1247","1172","1265","1236","1251","1208","1172","1296",
"강간","미상","범죄자[명]","명","","","281","286","120","243","185","350","587","638",
"유사강간","계","범죄자[명]","명","","","136","389","535","598","694","848","895","934",
"유사강간","자영자","범죄자[명]","명","","","20","39","66","69","86","111","96","115",
"유사강간","농.임.수산업","범죄자[명]","명","","","1","3","6","7","9","11","3","11",
"유사강간","광업","범죄자[명]","명","","","","","","","-","-","-","-",
"유사강간","제조업","범죄자[명]","명","","","","","","4","5","2","4","2",
"유사강간","건설업","범죄자[명]","명","","","","4","5","10","5","14","6","7",
"유사강간","도.소매업","범죄자[명]","명","","","1","1","1","2","2","1","2","1",
"유사강간","무역업","범죄자[명]","명","","","","","","","-","1","1","-",
"유사강간","요식업","범죄자[명]","명","","","2","1","7","1","3","3","5","6",
"유사강간","숙박업","범죄자[명]","명","","","","","","","-","2","1","5",
"유사강간","유흥업","범죄자[명]","명","","","","2","3","6","4","5","4","3",
"유사강간","금융업","범죄자[명]","명","","","","","","","-","-","-","-",
"유사강간","부동산업","범죄자[명]","명","","","","","1","4","2","-","5","5",
"유사강간","의료보건업","범죄자[명]","명","","","","","1","","-","-","-","-",
"유사강간","차량정비업","범죄자[명]","명","","","","","","","1","2","3","-",
"유사강간","노점","범죄자[명]","명","","","2","","","","1","2","1","1",
"유사강간","행상","범죄자[명]","명","","","","","","","1","-","-","-",
"유사강간","기타사업","범죄자[명]","명","","","14","28","42","35","53","68","61","74",
"유사강간","피고용자","범죄자[명]","명","","","37","117","179","201","210","280","277","219",
"유사강간","교원(사립)","범죄자[명]","명","","","1","","3","","2","-","1","-",
"유사강간","사무원","범죄자[명]","명","","","","1","1","","-","-","1","1",
"유사강간","기술자","범죄자[명]","명","","","","3","5","4","6","7","11","8",
"유사강간","점원","범죄자[명]","명","","","","1","1","","3","2","2","3",
"유사강간","공원","범죄자[명]","명","","","","6","3","3","3","5","2","1",
"유사강간","운전사","범죄자[명]","명","","","5","17","16","16","15","22","16","16",
"유사강간","경비원","범죄자[명]","명","","","","2","3","3","5","-","2","2",
"유사강간","외판원","범죄자[명]","명","","","","1","1","1","2","4","5","5",
"유사강간","국공영기업체직원","범죄자[명]","명","","","","","","2","-","-","-","-",
"유사강간","일반회사원","범죄자[명]","명","","","19","44","73","89","88","123","124","114",
"유사강간","금융기관직원","범죄자[명]","명","","","","","","1","-","3","1","1",
"유사강간","유흥업종사자","범죄자[명]","명","","","","3","2","1","8","4","4","4",
"유사강간","요식업종사자","범죄자[명]","명","","","","1","7","8","6","8","4","5",
"유사강간","일용노동자","범죄자[명]","명","","","6","19","23","31","25","33","36","20",
"유사강간","기타피고용자","범죄자[명]","명","","","6","19","41","42","47","69","68","39",
"유사강간","전문직","범죄자[명]","명","","","6","8","32","22","30","43","29","30",
"유사강간","의사","범죄자[명]","명","","","2","1","3","3","3","5","6","2",
"유사강간","변호사","범죄자[명]","명","","","","","","","-","-","-","-",
"유사강간","교수","범죄자[명]","명","","","","","","","-","3","-","-",
"유사강간","종교가","범죄자[명]","명","","","1","1","4","2","1","7","3","4",
"유사강간","언론인","범죄자[명]","명","","","","","","","1","-","-","-",
"유사강간","예술인","범죄자[명]","명","","","","","2","1","5","3","2","3",
"유사강간","기타전문직","범죄자[명]","명","","","3","6","23","16","20","25","18","21",
"유사강간","공무원","범죄자[명]","명","","","4","3","1","3","3","5","7","3",
"유사강간","기타","범죄자[명]","명","","","35","128","139","153","189","191","265","269",
"유사강간","학생","범죄자[명]","명","","","21","83","116","121","164","178","187","135",
"유사강간","주부","범죄자[명]","명","","","","","2","1","3","-","-","1",
"유사강간","전경.의경","범죄자[명]","명","","","1","","","","1","-","1","2",
"유사강간","공익요원","범죄자[명]","명","","","","2","2","2","2","2","5","3",
"유사강간","기타","범죄자[명]","명","","","13","43","19","29","19","11","72","128",
"유사강간","무직자","범죄자[명]","명","","","28","74","109","130","158","173","168","204",
"유사강간","미상","범죄자[명]","명","","","6","20","9","20","18","45","53","94",
"강제추행","계","범죄자[명]","명","","","12496","13400","14488","16016","18272","17631","17892","16382",
"강제추행","자영자","범죄자[명]","명","","","1534","1742","2304","2386","2895","2924","2611","2246",
"강제추행","농.임.수산업","범죄자[명]","명","","","188","216","230","224","263","226","222","198",
"강제추행","광업","범죄자[명]","명","","","1","","","","-","-","-","-",
"강제추행","제조업","범죄자[명]","명","","","36","44","57","60","62","62","57","42",
"강제추행","건설업","범죄자[명]","명","","","98","145","168","169","224","235","232","160",
"강제추행","도.소매업","범죄자[명]","명","","","28","22","44","48","39","39","27","15",
"강제추행","무역업","범죄자[명]","명","","","16","14","11","15","24","18","15","11",
"강제추행","요식업","범죄자[명]","명","","","80","83","114","120","153","137","125","102",
"강제추행","숙박업","범죄자[명]","명","","","14","12","19","17","19","26","37","21",
"강제추행","유흥업","범죄자[명]","명","","","45","54","52","41","65","66","59","45",
"강제추행","금융업","범죄자[명]","명","","","8","6","8","10","10","11","11","11",
"강제추행","부동산업","범죄자[명]","명","","","37","45","64","87","78","105","64","53",
"강제추행","의료보건업","범죄자[명]","명","","","5","6","21","6","16","15","14","3",
"강제추행","차량정비업","범죄자[명]","명","","","3","6","14","14","17","30","22","12",
"강제추행","노점","범죄자[명]","명","","","17","20","22","15","20","15","12","11",
"강제추행","행상","범죄자[명]","명","","","3","2","2","","2","3","-","-",
"강제추행","기타사업","범죄자[명]","명","","","955","1067","1478","1560","1903","1936","1714","1562",
"강제추행","피고용자","범죄자[명]","명","","","4354","4535","5799","6133","6949","6722","6003","4745",
"강제추행","교원(사립)","범죄자[명]","명","","","40","50","72","51","77","114","63","28",
"강제추행","사무원","범죄자[명]","명","","","7","22","34","36","38","41","36","21",
"강제추행","기술자","범죄자[명]","명","","","113","106","143","185","209","171","148","125",
"강제추행","점원","범죄자[명]","명","","","34","29","40","42","50","49","37","15",
"강제추행","공원","범죄자[명]","명","","","65","71","76","85","68","49","55","28",
"강제추행","운전사","범죄자[명]","명","","","392","364","447","485","523","516","473","386",
"강제추행","경비원","범죄자[명]","명","","","66","88","103","116","143","133","116","80",
"강제추행","외판원","범죄자[명]","명","","","36","31","45","53","58","44","48","52",
"강제추행","국공영기업체직원","범죄자[명]","명","","","5","8","9","17","6","8","7","7",
"강제추행","일반회사원","범죄자[명]","명","","","2265","2350","2849","3015","3449","3362","3170","2675",
"강제추행","금융기관직원","범죄자[명]","명","","","21","15","34","36","23","36","28","14",
"강제추행","유흥업종사자","범죄자[명]","명","","","28","35","35","41","38","39","45","20",
"강제추행","요식업종사자","범죄자[명]","명","","","103","107","149","190","213","188","167","124",
"강제추행","일용노동자","범죄자[명]","명","","","628","637","740","709","772","664","546","366",
"강제추행","기타피고용자","범죄자[명]","명","","","551","622","1023","1072","1282","1308","1064","804",
"강제추행","전문직","범죄자[명]","명","","","442","463","731","811","903","1006","843","704",
"강제추행","의사","범죄자[명]","명","","","62","56","84","97","100","109","105","113",
"강제추행","변호사","범죄자[명]","명","","","4","","2","8","2","10","8","12",
"강제추행","교수","범죄자[명]","명","","","21","14","33","26","29","40","48","10",
"강제추행","종교가","범죄자[명]","명","","","55","49","65","70","67","80","76","71",
"강제추행","언론인","범죄자[명]","명","","","10","9","6","10","14","10","12","16",
"강제추행","예술인","범죄자[명]","명","","","30","38","55","69","77","79","65","46",
"강제추행","기타전문직","범죄자[명]","명","","","260","297","486","531","614","678","529","436",
"강제추행","공무원","범죄자[명]","명","","","124","129","233","290","285","278","287","263",
"강제추행","기타","범죄자[명]","명","","","3004","3143","1977","2489","2595","2105","3028","3590",
"강제추행","학생","범죄자[명]","명","","","1265","1340","1453","1616","1724","1771","1670","1294",
